Địa phương,Năm,Tiểu học,Trung học cơ sở,Trung học phổ thông,Tổng số
Nghệ An,2012,14332.0,13262.0,5893.0,33487.0
Nghệ An,2013,14085.0,12843.0,5814.0,32742.0
Nghệ An,2014,13821.0,12495.0,5660.0,31976.0
Nghệ An,2015,13716.0,12182.0,5564.0,31462.0
Nghệ An,2016,13424.0,11837.0,5503.0,30764.0
Nghệ An,2017,13275.0,11454.0,5444.0,30173.0
Nghệ An,2018,13004.0,10781.0,5052.0,28837.0
Nghệ An,2019,12535.0,10293.0,5172.0,28000.0
Nghệ An,2020,12649.0,10167.0,5275.0,28091.0
Nghệ An,2021,12748.0,9940.0,5330.0,28018.0
Nghệ An,2023,13109.0,9769.0,5361.0,28239.0
Ninh  Thuận,2002,2782.0,1518.0,450.0,4750.0
Ninh  Thuận,2003,2764.0,1739.0,496.0,4999.0
Ninh  Thuận,2004,2703.0,1808.0,566.0,5077.0
Ninh  Thuận,2005,2716.0,1879.0,636.0,5231.0
Ninh  Thuận,2006,2661.0,2045.0,708.0,5414.0
Ninh  Thuận,2007,2726.0,2018.0,777.0,5521.0
Ninh  Thuận,2008,2739.0,2098.0,879.0,5716.0
Ninh  Thuận,2009,2818.0,2077.0,907.0,5802.0
Ninh  Thuận,2010,2845.0,2237.0,965.0,6047.0
Ninh  Thuận,2011,2720.0,2082.0,1004.0,5806.0
Ninh  Thuận,2012,2834.0,2023.0,1127.0,5984.0
Ninh  Thuận,2013,3016.0,2172.0,1016.0,6204.0
Ninh  Thuận,2014,3052.0,2203.0,1023.0,6278.0
Ninh  Thuận,2015,3076.0,2166.0,994.0,6236.0
Ninh  Thuận,2016,3136.0,2163.0,1013.0,6312.0
Ninh  Thuận,2017,3139.0,2163.0,945.0,6247.0
Ninh  Thuận,2018,3094.0,1876.0,690.0,5660.0
Ninh  Thuận,2019,2903.0,1942.0,955.0,5800.0
Ninh  Thuận,2020,3036.0,1931.0,983.0,5950.0
Ninh  Thuận,2021,2830.0,1886.0,983.0,5699.0
Ninh  Thuận,2023,2887.0,1814.0,987.0,5688.0
Ninh Bình,2002,3773.0,3929.0,1076.0,8778.0
Ninh Bình,2003,3745.0,3911.0,1132.0,8788.0
Ninh Bình,2004,3598.0,3788.0,1246.0,8632.0
Ninh Bình,2005,3419.0,3685.0,1402.0,8506.0
Ninh Bình,2006,3103.0,3705.0,1440.0,8248.0
Ninh Bình,2007,3208.0,3518.0,1505.0,8231.0
Ninh Bình,2008,3076.0,3345.0,1506.0,7927.0
Ninh Bình,2009,3224.0,3421.0,1586.0,8231.0
Ninh Bình,2010,3252.0,3346.0,1545.0,8143.0
Ninh Bình,2011,3250.0,3304.0,1492.0,8046.0
Ninh Bình,2012,3415.0,3324.0,1544.0,8283.0
Ninh Bình,2013,3418.0,3304.0,1535.0,8257.0
Ninh Bình,2014,3526.0,3352.0,1532.0,8410.0
Ninh Bình,2015,3568.0,3345.0,1547.0,8460.0
Ninh Bình,2016,3551.0,3329.0,1580.0,8460.0
Ninh Bình,2017,3630.0,3240.0,1593.0,8463.0
Ninh Bình,2018,3655.0,3211.0,1589.0,8455.0
Ninh Bình,2019,3639.0,3149.0,1599.0,8387.0
Ninh Bình,2020,3692.0,3163.0,1610.0,8465.0
Ninh Bình,2021,3661.0,2963.0,1615.0,8239.0
Ninh Bình,2023,3666.0,3004.0,1622.0,8292.0
Phú Thọ,2002,6324.0,5694.0,1401.0,13419.0
Phú Thọ,2003,6688.0,6089.0,2110.0,14887.0
Phú Thọ,2004,6574.0,6130.0,2241.0,14945.0
Phú Thọ,2005,6283.0,6149.0,2320.0,14752.0
Phú Thọ,2006,5899.0,5857.0,2432.0,14188.0
Phú Thọ,2007,6021.0,6050.0,2575.0,14646.0
Phú Thọ,2008,6024.0,6071.0,2457.0,14552.0
Phú Thọ,2009,6132.0,6029.0,2635.0,14796.0
Phú Thọ,2010,6165.0,5972.0,2559.0,14696.0
Phú Thọ,2011,5916.0,5796.0,2340.0,14052.0
Phú Thọ,2012,6073.0,5824.0,2150.0,14047.0
Phú Thọ,2013,6155.0,5837.0,2176.0,14168.0
Phú Thọ,2014,6264.0,5837.0,2205.0,14306.0
Phú Thọ,2015,6427.0,5898.0,2275.0,14600.0
Phú Thọ,2016,6465.0,5874.0,2231.0,14570.0
Phú Thọ,2017,6400.0,5706.0,2258.0,14364.0
Phú Thọ,2018,6046.0,5195.0,1923.0,13164.0
Phú Thọ,2019,6110.0,4993.0,2085.0,13188.0
Phú Thọ,2020,6303.0,5019.0,2107.0,13429.0
Phú Thọ,2021,6225.0,5099.0,2148.0,13472.0
Phú Thọ,2023,6267.0,5172.0,2273.0,13712.0
Phú Yên,2002,4714.0,3480.0,1286.0,9480.0
Phú Yên,2003,4794.0,3733.0,1316.0,9843.0
Phú Yên,2004,4630.0,3624.0,1619.0,9873.0
Phú Yên,2005,4768.0,3935.0,1494.0,10197.0
Phú Yên,2006,4592.0,4128.0,1624.0,10344.0
Phú Yên,2007,4623.0,4005.0,1530.0,10158.0
Phú Yên,2008,4555.0,4120.0,1570.0,10245.0
Phú Yên,2009,4489.0,3986.0,1605.0,10080.0
Phú Yên,2010,4540.0,4025.0,1774.0,10339.0
Phú Yên,2011,4690.0,4302.0,1975.0,10967.0
Phú Yên,2012,4632.0,4122.0,1778.0,10532.0
Phú Yên,2013,4357.0,4178.0,1923.0,10458.0
Phú Yên,2014,4596.0,4091.0,1935.0,10622.0
Phú Yên,2015,4535.0,4013.0,1892.0,10440.0
Phú Yên,2016,4492.0,4029.0,1883.0,10404.0
Phú Yên,2017,4419.0,3924.0,1912.0,10255.0
Phú Yên,2018,4193.0,3694.0,1749.0,9636.0
Phú Yên,2019,3985.0,3580.0,1732.0,9297.0
Phú Yên,2020,3874.0,3424.0,1691.0,8989.0
Phú Yên,2021,3669.0,3297.0,1695.0,8661.0
Phú Yên,2023,3778.0,3080.0,1782.0,8640.0
Quảng  Nam,2002,6714.0,5119.0,1627.0,13460.0
Quảng  Nam,2003,6746.0,5446.0,1722.0,13914.0
Quảng  Nam,2004,6513.0,5465.0,1823.0,13801.0
Quảng  Nam,2005,6517.0,5911.0,1985.0,14413.0
Quảng  Nam,2006,6337.0,5998.0,2110.0,14445.0
Quảng  Nam,2007,6275.0,6046.0,2335.0,14656.0
Quảng  Nam,2008,6116.0,5936.0,2546.0,14598.0
Quảng  Nam,2009,6366.0,6076.0,2678.0,15120.0
Quảng  Nam,2010,6469.0,6028.0,2832.0,15329.0
Quảng  Nam,2011,6433.0,5942.0,2827.0,15202.0
Quảng  Nam,2012,6858.0,6039.0,2932.0,15829.0
Quảng  Nam,2013,6953.0,5916.0,3027.0,15896.0
Quảng  Nam,2014,7149.0,6026.0,3040.0,16215.0
Quảng  Nam,2015,7312.0,6034.0,3059.0,16405.0
Quảng  Nam,2016,7271.0,5964.0,2943.0,16178.0
Quảng  Nam,2017,7183.0,5743.0,2838.0,15764.0
Quảng  Nam,2018,6863.0,5195.0,2004.0,14062.0
Quảng  Nam,2019,6167.0,5112.0,2601.0,13880.0
Quảng  Nam,2020,5885.0,4829.0,2583.0,13297.0
Quảng  Nam,2021,6153.0,4829.0,2715.0,13697.0
Quảng  Nam,2023,6229.0,4816.0,2636.0,13681.0
Quảng  Ngãi,2002,5408.0,4184.0,1638.0,11230.0
Quảng  Ngãi,2003,5386.0,4396.0,1696.0,11478.0
Quảng  Ngãi,2004,5281.0,4669.0,1831.0,11781.0
Quảng  Ngãi,2005,5089.0,4854.0,1911.0,11854.0
Quảng  Ngãi,2006,5003.0,4917.0,2112.0,12032.0
Quảng  Ngãi,2007,4918.0,5019.0,2069.0,12006.0
Quảng  Ngãi,2008,4863.0,5040.0,2086.0,11989.0
Quảng  Ngãi,2009,4919.0,5163.0,2216.0,12298.0
Quảng  Ngãi,2010,4831.0,5191.0,2265.0,12287.0
Quảng  Ngãi,2011,4850.0,5090.0,2289.0,12229.0
Quảng  Ngãi,2012,5085.0,5277.0,2379.0,12741.0
Quảng  Ngãi,2013,5133.0,5063.0,2403.0,12599.0
Quảng  Ngãi,2014,5301.0,5100.0,2368.0,12769.0
Quảng  Ngãi,2015,5421.0,5146.0,2317.0,12884.0
Quảng  Ngãi,2016,5442.0,5077.0,2277.0,12796.0
Quảng  Ngãi,2017,5350.0,4900.0,2176.0,12426.0
Quảng  Ngãi,2018,5024.0,4396.0,2020.0,11440.0
Quảng  Ngãi,2019,4787.0,4400.0,2170.0,11357.0
Quảng  Ngãi,2020,4915.0,4306.0,2118.0,11339.0
Quảng  Ngãi,2021,4806.0,4188.0,2112.0,11106.0
Quảng  Ngãi,2023,4814.0,4222.0,2180.0,11216.0
Quảng Bình,2002,3979.0,3723.0,1046.0,8748.0
Quảng Bình,2003,3913.0,3857.0,1222.0,8992.0
Quảng Bình,2004,3895.0,4011.0,1346.0,9252.0
Quảng Bình,2005,3751.0,4081.0,1581.0,9413.0
Quảng Bình,2006,3660.0,4164.0,1635.0,9459.0
Quảng Bình,2007,3871.0,4134.0,1678.0,9683.0
Quảng Bình,2008,3804.0,3953.0,1764.0,9521.0
Quảng Bình,2009,4077.0,3857.0,1774.0,9708.0
Quảng Bình,2010,4238.0,3679.0,1791.0,9708.0
Quảng Bình,2011,4218.0,3598.0,1774.0,9590.0
Quảng Bình,2012,4272.0,3657.0,1759.0,9688.0
Quảng Bình,2013,4535.0,3544.0,1742.0,9821.0
Quảng Bình,2014,4526.0,3558.0,1761.0,9845.0
Quảng Bình,2015,4683.0,3600.0,1788.0,10071.0
Quảng Bình,2016,4639.0,3431.0,1780.0,9850.0
Quảng Bình,2017,4621.0,3367.0,1744.0,9732.0
Quảng Bình,2018,4373.0,2977.0,1564.0,8914.0
Quảng Bình,2019,4359.0,3018.0,1661.0,9038.0
Quảng Bình,2020,4417.0,2944.0,1764.0,9125.0
Quảng Bình,2021,4519.0,2927.0,1754.0,9200.0
Quảng Bình,2023,4561.0,3017.0,1740.0,9318.0
Quảng Ninh,2002,5113.0,4274.0,1382.0,10769.0
Quảng Ninh,2003,5195.0,4382.0,1439.0,11016.0
Quảng Ninh,2004,5222.0,4625.0,1637.0,11484.0
Quảng Ninh,2005,5207.0,4952.0,1705.0,11864.0
Quảng Ninh,2006,5812.0,4893.0,1924.0,12629.0
Quảng Ninh,2007,5076.0,4868.0,2025.0,11969.0
Quảng Ninh,2008,5314.0,4813.0,2182.0,12309.0
Quảng Ninh,2009,5.517,4.743,2255.0,12515.0
Quảng Ninh,2010,5725.0,4667.0,2739.0,13131.0
Quảng Ninh,2011,5401.0,4527.0,2219.0,12147.0
Quảng Ninh,2012,5730.0,4522.0,2368.0,12620.0
Quảng Ninh,2013,6166.0,4617.0,2320.0,13103.0
Quảng Ninh,2014,5933.0,4151.0,2342.0,12426.0
Quảng Ninh,2015,6003.0,4161.0,2376.0,12540.0
Quảng Ninh,2016,6005.0,4122.0,2321.0,12448.0
Quảng Ninh,2017,5876.0,4028.0,2309.0,12213.0
Quảng Ninh,2018,6634.0,4594.0,2452.0,13680.0
Quảng Ninh,2019,5765.0,3909.0,2134.0,11808.0
Quảng Ninh,2020,5983.0,4001.0,2141.0,12125.0
Quảng Ninh,2021,5798.0,3890.0,2088.0,11776.0
Quảng Ninh,2023,5860.0,4057.0,2131.0,12048.0
Quảng Trị,2002,3232.0,2335.0,1201.0,6768.0
Quảng Trị,2003,3358.0,2688.0,1174.0,7220.0
Quảng Trị,2004,3426.0,3045.0,1244.0,7715.0
Quảng Trị,2005,3439.0,3319.0,1328.0,8086.0
Quảng Trị,2006,3556.0,3434.0,1443.0,8433.0
Quảng Trị,2007,3658.0,3427.0,1624.0,8709.0
Quảng Trị,2008,3601.0,3300.0,1637.0,8538.0
Quảng Trị,2009,3716.0,3383.0,1882.0,8981.0
Quảng Trị,2010,3733.0,3273.0,1750.0,8756.0
Quảng Trị,2011,3661.0,3189.0,1635.0,8485.0
Quảng Trị,2012,3726.0,3198.0,1488.0,8412.0
Quảng Trị,2013,3772.0,3112.0,1529.0,8413.0
Quảng Trị,2014,3768.0,2944.0,1529.0,8241.0
Quảng Trị,2015,3849.0,2973.0,1529.0,8351.0
Quảng Trị,2016,3782.0,2878.0,1532.0,8192.0
Quảng Trị,2017,3779.0,2758.0,1518.0,8055.0
Quảng Trị,2018,3200.0,2624.0,1874.0,7698.0
Quảng Trị,2019,3411.0,2533.0,1494.0,7438.0
Quảng Trị,2020,3527.0,2558.0,1537.0,7622.0
Quảng Trị,2021,3555.0,2571.0,1540.0,7666.0
Quảng Trị,2023,3645.0,2530.0,1514.0,7689.0
Sóc Trăng,2002,6454.0,2621.0,840.0,9915.0
Sóc Trăng,2003,6327.0,3035.0,1119.0,10481.0
Sóc Trăng,2004,6400.0,3585.0,1304.0,11289.0
Sóc Trăng,2005,6523.0,3667.0,1393.0,11583.0
Sóc Trăng,2006,6405.0,3706.0,1567.0,11678.0
Sóc Trăng,2007,6533.0,3766.0,1721.0,12020.0
Sóc Trăng,2008,6373.0,4091.0,1822.0,12286.0
Sóc Trăng,2009,6260.0,4082.0,1775.0,12117.0
Sóc Trăng,2010,6416.0,4037.0,1860.0,12313.0
Sóc Trăng,2011,6519.0,4281.0,1853.0,12653.0
Sóc Trăng,2012,6136.0,4367.0,1784.0,12287.0
Sóc Trăng,2013,5913.0,4368.0,1947.0,12228.0
Sóc Trăng,2014,6713.0,4416.0,1933.0,13062.0
Sóc Trăng,2015,6786.0,4491.0,1888.0,13165.0
Sóc Trăng,2016,6688.0,4416.0,1883.0,12987.0
Sóc Trăng,2017,6604.0,4352.0,1870.0,12826.0
Sóc Trăng,2018,6428.0,4211.0,1820.0,12459.0
Sóc Trăng,2019,5947.0,4052.0,1794.0,11793.0
Sóc Trăng,2020,5910.0,3944.0,1756.0,11610.0
Sóc Trăng,2021,5792.0,3839.0,1750.0,11381.0
Sóc Trăng,2023,5621.0,3711.0,1674.0,11006.0
Sơn La,2002,7414.0,3448.0,664.0,11526.0
Sơn La,2003,7218.0,4150.0,813.0,12181.0
Sơn La,2004,7234.0,4382.0,908.0,12524.0
Sơn La,2005,6980.0,4851.0,1120.0,12951.0
Sơn La,2006,6824.0,4965.0,1253.0,13042.0
Sơn La,2007,6868.0,5174.0,1357.0,13399.0
Sơn La,2008,7094.0,5489.0,1494.0,14077.0
Sơn La,2009,6674.0,5099.0,1557.0,13330.0
Sơn La,2010,7088.0,5224.0,1584.0,13896.0
Sơn La,2011,7282.0,5163.0,1545.0,13990.0
Sơn La,2012,7330.0,5103.0,1590.0,14023.0
Sơn La,2013,7322.0,5098.0,1615.0,14035.0
Sơn La,2014,7590.0,5104.0,1599.0,14293.0
Sơn La,2015,7620.0,5116.0,1567.0,14303.0
Sơn La,2016,7482.0,5099.0,1517.0,14098.0
Sơn La,2017,7564.0,5065.0,1505.0,14134.0
Sơn La,2018,7365.0,4781.0,1547.0,13693.0
Sơn La,2019,7164.0,4691.0,1654.0,13509.0
Sơn La,2020,7469.0,4772.0,1652.0,13893.0
Sơn La,2021,7495.0,4792.0,1552.0,13839.0
Sơn La,2023,7511.0,4765.0,1576.0,13852.0
TP. Hồ Chí Minh,2002,13474.0,12419.0,6055.0,31948.0
TP. Hồ Chí Minh,2003,13992.0,13009.0,6226.0,33227.0
TP. Hồ Chí Minh,2004,14667.0,13356.0,6681.0,34704.0
TP. Hồ Chí Minh,2005,14266.0,13572.0,7123.0,34961.0
TP. Hồ Chí Minh,2006,14209.0,13684.0,7668.0,35561.0
TP. Hồ Chí Minh,2007,14629.0,14232.0,8313.0,37174.0
TP. Hồ Chí Minh,2008,14999.0,14436.0,8998.0,38433.0
TP. Hồ Chí Minh,2009,15768.0,14439.0,9914.0,40121.0
TP. Hồ Chí Minh,2010,15181.0,14302.0,8835.0,38318.0
TP. Hồ Chí Minh,2011,16811.0,16081.0,10979.0,43871.0
TP. Hồ Chí Minh,2012,17362.0,15955.0,11419.0,44736.0
TP. Hồ Chí Minh,2013,18552.0,16681.0,11755.0,46988.0
TP. Hồ Chí Minh,2014,19280.0,17246.0,11962.0,48488.0
TP. Hồ Chí Minh,2015,19874.0,17393.0,12184.0,49451.0
TP. Hồ Chí Minh,2016,20165.0,17548.0,12371.0,50084.0
TP. Hồ Chí Minh,2017,20577.0,17794.0,12635.0,51006.0
TP. Hồ Chí Minh,2018,17730.0,15121.0,8998.0,41849.0
TP. Hồ Chí Minh,2019,21558.0,17056.0,11705.0,50319.0
TP. Hồ Chí Minh,2020,22134.0,17330.0,12140.0,51604.0
TP. Hồ Chí Minh,2021,22202.0,17293.0,12005.0,51500.0
TP. Hồ Chí Minh,2023,23093.0,18212.0,12330.0,53635.0
Thanh Hóa,2002,16848.0,13306.0,4092.0,34246.0
Thanh Hóa,2003,16854.0,14946.0,4570.0,36370.0
Thanh Hóa,2004,16122.0,16092.0,5112.0,37326.0
Thanh Hóa,2005,15250.0,15551.0,5565.0,36366.0
Thanh Hóa,2006,15461.0,17114.0,5748.0,38323.0
Thanh Hóa,2007,14284.0,16118.0,6175.0,36577.0
Thanh Hóa,2008,14549.0,16059.0,6230.0,36838.0
Thanh Hóa,2009,13842.0,15435.0,6086.0,35363.0
Thanh Hóa,2010,13809.0,15277.0,6137.0,35223.0
Thanh Hóa,2011,14001.0,14390.0,5815.0,34206.0
Thanh Hóa,2012,13855.0,13736.0,5154.0,32745.0
Thanh Hóa,2013,13974.0,14291.0,5547.0,33812.0
Thanh Hóa,2014,13314.0,12826.0,5433.0,31573.0
Thanh Hóa,2015,13945.0,13139.0,5561.0,32645.0
Thanh Hóa,2016,13608.0,12370.0,5499.0,31477.0
Thanh Hóa,2017,13324.0,11494.0,5406.0,30224.0
Thanh Hóa,2018,13360.0,11018.0,5057.0,29435.0
Thanh Hóa,2019,13096.0,10558.0,4992.0,28646.0
Thanh Hóa,2020,13308.0,10407.0,5269.0,28984.0
Thanh Hóa,2021,13255.0,10274.0,5230.0,28759.0
Thanh Hóa,2023,13688.0,10233.0,5198.0,29119.0
Thái  Nguyên,2002,5318.0,4981.0,1460.0,11759.0
Thái  Nguyên,2003,5323.0,4851.0,1495.0,11669.0
Thái  Nguyên,2004,5150.0,4933.0,1628.0,11711.0
Thái  Nguyên,2005,4926.0,4850.0,1740.0,11516.0
Thái  Nguyên,2006,5084.0,4941.0,1712.0,11737.0
Thái  Nguyên,2007,4725.0,4722.0,1836.0,11283.0
Thái  Nguyên,2008,4788.0,4260.0,1629.0,10677.0
Thái  Nguyên,2009,4686.0,4345.0,1717.0,10748.0
Thái  Nguyên,2010,4852.0,4193.0,1696.0,10741.0
Thái  Nguyên,2011,4721.0,3681.0,2117.0,10519.0
Thái  Nguyên,2012,5120.0,3879.0,2084.0,11083.0
Thái  Nguyên,2013,5325.0,4028.0,2043.0,11396.0
Thái  Nguyên,2014,5414.0,4008.0,1942.0,11364.0
Thái  Nguyên,2015,5452.0,4010.0,2014.0,11476.0
Thái  Nguyên,2016,5508.0,3990.0,1942.0,11440.0
Thái  Nguyên,2017,5651.0,3918.0,1962.0,11531.0
Thái  Nguyên,2018,5378.0,3480.0,1986.0,10844.0
Thái  Nguyên,2019,5289.0,3570.0,1901.0,10760.0
Thái  Nguyên,2020,5191.0,3503.0,1841.0,10535.0
Thái  Nguyên,2021,4975.0,3399.0,1817.0,10191.0
Thái  Nguyên,2023,5038.0,3670.0,1852.0,10560.0
Thái Bình,2002,7309.0,7230.0,1874.0,16413.0
Thái Bình,2003,5843.0,6575.0,2024.0,14442.0
Thái Bình,2004,6886.0,7523.0,2114.0,16523.0
Thái Bình,2005,6726.0,7212.0,2059.0,15997.0
Thái Bình,2006,6578.0,7148.0,2305.0,16031.0
Thái Bình,2007,6460.0,6701.0,2379.0,15540.0
Thái Bình,2008,6492.0,6629.0,2585.0,15706.0
Thái Bình,2009,6695.0,6769.0,2798.0,16262.0
Thái Bình,2010,7195.0,6769.0,2461.0,16425.0
Thái Bình,2011,7352.0,6912.0,2448.0,16712.0
Thái Bình,2012,7195.0,6769.0,2371.0,16335.0
Thái Bình,2013,7305.0,6958.0,2467.0,16730.0
Thái Bình,2014,7357.0,6791.0,2593.0,16741.0
Thái Bình,2015,7264.0,6686.0,2363.0,16313.0
Thái Bình,2016,7170.0,6384.0,2423.0,15977.0
Thái Bình,2017,7035.0,6174.0,2472.0,15681.0
Thái Bình,2018,5688.0,4776.0,2109.0,12573.0
Thái Bình,2019,6276.0,5571.0,2205.0,14052.0
Thái Bình,2020,6038.0,5449.0,2222.0,13709.0
Thái Bình,2021,5947.0,5401.0,2167.0,13515.0
Thái Bình,2023,5955.0,5353.0,2254.0,13562.0
Thừa Thiên-Huế,2002,4517.0,3486.0,1481.0,9484.0
Thừa Thiên-Huế,2003,4668.0,3927.0,1544.0,10139.0
Thừa Thiên-Huế,2004,4728.0,4040.0,2134.0,10902.0
Thừa Thiên-Huế,2005,4569.0,4312.0,1725.0,10606.0
Thừa Thiên-Huế,2006,4575.0,4578.0,1842.0,10995.0
Thừa Thiên-Huế,2007,4809.0,4753.0,2241.0,11803.0
Thừa Thiên-Huế,2008,5299.0,4711.0,2268.0,12278.0
Thừa Thiên-Huế,2009,4976.0,4785.0,2396.0,12157.0
Thừa Thiên-Huế,2010,5104.0,4797.0,2501.0,12402.0
Thừa Thiên-Huế,2011,5277.0,4468.0,2420.0,12165.0
Thừa Thiên-Huế,2012,5254.0,4938.0,2491.0,12683.0
Thừa Thiên-Huế,2013,5276.0,4808.0,2501.0,12585.0
Thừa Thiên-Huế,2014,5179.0,4615.0,2489.0,12283.0
Thừa Thiên-Huế,2015,5084.0,4450.0,2435.0,11969.0
Thừa Thiên-Huế,2016,5055.0,4324.0,2441.0,11820.0
Thừa Thiên-Huế,2017,5049.0,4259.0,2444.0,11752.0
Thừa Thiên-Huế,2018,4902.0,3939.0,2183.0,11024.0
Thừa Thiên-Huế,2019,4844.0,3793.0,2210.0,10847.0
Thừa Thiên-Huế,2020,4756.0,3811.0,2244.0,10811.0
Thừa Thiên-Huế,2021,4881.0,3732.0,2213.0,10826.0
Thừa Thiên-Huế,2023,5014.0,3777.0,2211.0,11002.0
Tiền Giang,2002,5527.0,4729.0,1353.0,11609.0
Tiền Giang,2003,5544.0,4914.0,1474.0,11932.0
Tiền Giang,2004,5369.0,4949.0,1592.0,11910.0
Tiền Giang,2005,5252.0,5132.0,1860.0,12244.0
Tiền Giang,2006,5024.0,5014.0,1870.0,11908.0
Tiền Giang,2007,5144.0,4934.0,2043.0,12121.0
Tiền Giang,2008,5397.0,4995.0,2041.0,12433.0
Tiền Giang,2009,5570.0,5007.0,2096.0,12673.0
Tiền Giang,2010,5806.0,4909.0,2190.0,12905.0
Tiền Giang,2011,5959.0,4852.0,2170.0,12981.0
Tiền Giang,2012,6050.0,4840.0,2157.0,13047.0
Tiền Giang,2013,6169.0,4789.0,2144.0,13102.0
Tiền Giang,2014,6287.0,4913.0,2142.0,13342.0
Tiền Giang,2015,6251.0,4992.0,2168.0,13411.0
Tiền Giang,2016,6277.0,4883.0,2152.0,13312.0
Tiền Giang,2017,6153.0,4877.0,2110.0,13140.0
Tiền Giang,2018,6222.0,4794.0,2000.0,13016.0
Tiền Giang,2019,5938.0,4661.0,2069.0,12668.0
Tiền Giang,2020,5868.0,4572.0,2080.0,12520.0
Tiền Giang,2021,5693.0,4385.0,2035.0,12113.0
Tiền Giang,2023,5419.0,4186.0,2028.0,11633.0
