Địa phương,Năm,Phổ thông cơ sở,Tiểu học,Trung học,Trung học cơ sở,Trung học phổ thông,Tổng số
Đồng bằng sông Hồng,2002,90.0,2647.0,15.0,2363.0,489.0,5604.0
Đồng bằng sông Hồng,2003,85.0,2662.0,11.0,2377.0,500.0,5635.0
Đồng bằng sông Hồng,2004,80.0,2667.0,14.0,2380.0,530.0,5671.0
Đồng bằng sông Hồng,2005,75.0,2684.0,27.0,2395.0,507.0,5688.0
Đồng bằng sông Hồng,2006,66.0,2694.0,11.0,2407.0,547.0,5725.0
Đồng bằng sông Hồng,2007,65.0,2705.0,10.0,2418.0,581.0,5779.0
Đồng bằng sông Hồng,2008,63.0,2705.0,11.0,2420.0,579.0,5778.0
Đồng bằng sông Hồng,2009,57.0,2715.0,18.0,2426.0,599.0,5815.0
Đồng bằng sông Hồng,2010,63.0,2719.0,44.0,2423.0,570.0,5819.0
Đồng bằng sông Hồng,2011,62.0,2730.0,37.0,2434.0,577.0,5840.0
Đồng bằng sông Hồng,2012,59.0,2737.0,50.0,2441.0,577.0,5864.0
Đồng bằng sông Hồng,2013,61.0,2762.0,37.0,2448.0,614.0,5922.0
Đồng bằng sông Hồng,2014,51.0,2756.0,42.0,2445.0,592.0,5886.0
Đồng bằng sông Hồng,2015,57.0,2752.0,42.0,2446.0,595.0,5892.0
Đồng bằng sông Hồng,2016,58.0,2758.0,47.0,2432.0,591.0,5886.0
Đồng bằng sông Hồng,2017,62.0,2770.0,44.0,2427.0,596.0,5899.0
Đồng bằng sông Hồng,2019,281.0,2464.0,64.0,2202.0,593.0,5604.0
Đồng bằng sông Hồng,2020,315.0,2430.0,69.0,2164.0,593.0,5571.0
Đồng bằng sông Hồng,2021,326.0,2431.0,74.0,2158.0,597.0,5586.0
An Giang,2002,,400.0,23.0,112.0,33.0,568.0
An Giang,2003,,399.0,13.0,130.0,43.0,585.0
An Giang,2004,,400.0,1.0,138.0,56.0,595.0
An Giang,2005,,400.0,1.0,142.0,55.0,598.0
An Giang,2006,,395.0,,147.0,53.0,595.0
An Giang,2007,,392.0,1.0,149.0,52.0,594.0
An Giang,2008,,395.0,1.0,152.0,48.0,596.0
An Giang,2009,,393.0,,154.0,47.0,594.0
An Giang,2010,,396.0,3.0,155.0,47.0,601.0
An Giang,2011,,390.0,6.0,155.0,44.0,595.0
An Giang,2012,,392.0,13.0,154.0,44.0,603.0
An Giang,2013,,357.0,8.0,155.0,43.0,563.0
An Giang,2014,1.0,346.0,9.0,156.0,42.0,554.0
An Giang,2015,1.0,339.0,9.0,156.0,42.0,547.0
An Giang,2016,1.0,334.0,9.0,156.0,42.0,542.0
An Giang,2017,1.0,328.0,9.0,156.0,42.0,536.0
An Giang,2019,2.0,322.0,9.0,155.0,43.0,531.0
An Giang,2020,2.0,319.0,10.0,154.0,43.0,528.0
An Giang,2021,4.0,312.0,11.0,151.0,43.0,521.0
Bà Rịa - Vũng Tàu,2002,,137.0,9.0,56.0,14.0,216.0
Bà Rịa - Vũng Tàu,2003,,139.0,7.0,58.0,16.0,220.0
Bà Rịa - Vũng Tàu,2004,,139.0,3.0,69.0,21.0,232.0
Bà Rịa - Vũng Tàu,2005,,139.0,3.0,70.0,22.0,234.0
Bà Rịa - Vũng Tàu,2006,,142.0,3.0,70.0,24.0,239.0
Bà Rịa - Vũng Tàu,2007,,143.0,3.0,71.0,25.0,242.0
Bà Rịa - Vũng Tàu,2008,1.0,141.0,3.0,73.0,25.0,243.0
Bà Rịa - Vũng Tàu,2009,,140.0,2.0,74.0,25.0,241.0
Bà Rịa - Vũng Tàu,2010,,145.0,4.0,76.0,27.0,252.0
Bà Rịa - Vũng Tàu,2011,1.0,144.0,4.0,78.0,27.0,254.0
Bà Rịa - Vũng Tàu,2012,,143.0,5.0,82.0,29.0,259.0
Bà Rịa - Vũng Tàu,2013,,144.0,4.0,85.0,29.0,262.0
Bà Rịa - Vũng Tàu,2014,,146.0,5.0,85.0,28.0,264.0
Bà Rịa - Vũng Tàu,2015,1.0,142.0,4.0,87.0,29.0,263.0
Bà Rịa - Vũng Tàu,2016,1.0,143.0,5.0,87.0,29.0,265.0
Bà Rịa - Vũng Tàu,2017,1.0,143.0,5.0,88.0,29.0,266.0
Bà Rịa - Vũng Tàu,2019,1.0,136.0,4.0,88.0,30.0,259.0
Bà Rịa - Vũng Tàu,2020,1.0,134.0,8.0,89.0,31.0,263.0
Bà Rịa - Vũng Tàu,2021,2.0,136.0,6.0,90.0,31.0,265.0
Bình Dương,2002,,116.0,28.0,43.0,2.0,189.0
Bình Dương,2003,,117.0,26.0,44.0,2.0,189.0
Bình Dương,2004,,122.0,25.0,43.0,4.0,194.0
Bình Dương,2005,,129.0,17.0,48.0,11.0,205.0
Bình Dương,2006,,131.0,14.0,49.0,12.0,206.0
Bình Dương,2007,,131.0,12.0,51.0,14.0,208.0
Bình Dương,2008,1.0,129.0,13.0,53.0,14.0,210.0
Bình Dương,2009,2.0,129.0,12.0,54.0,14.0,211.0
Bình Dương,2010,2.0,133.0,10.0,57.0,17.0,219.0
Bình Dương,2011,2.0,136.0,10.0,64.0,21.0,233.0
Bình Dương,2012,,136.0,5.0,66.0,21.0,228.0
Bình Dương,2013,5.0,136.0,11.0,66.0,22.0,240.0
Bình Dương,2014,3.0,139.0,10.0,68.0,23.0,243.0
Bình Dương,2015,3.0,145.0,10.0,69.0,24.0,251.0
Bình Dương,2016,3.0,151.0,10.0,71.0,24.0,259.0
Bình Dương,2017,3.0,152.0,11.0,72.0,24.0,262.0
Bình Dương,2019,5.0,149.0,13.0,75.0,23.0,265.0
Bình Dương,2020,4.0,154.0,13.0,77.0,24.0,272.0
Bình Dương,2021,5.0,158.0,13.0,79.0,26.0,281.0
Bình Phước,2002,,136.0,6.0,74.0,11.0,227.0
Bình Phước,2003,1.0,140.0,6.0,79.0,12.0,238.0
Bình Phước,2004,,142.0,5.0,84.0,16.0,247.0
Bình Phước,2005,,144.0,6.0,84.0,16.0,250.0
Bình Phước,2006,,148.0,6.0,86.0,17.0,257.0
Bình Phước,2007,,152.0,7.0,88.0,20.0,267.0
Bình Phước,2008,,159.0,7.0,88.0,21.0,275.0
Bình Phước,2009,2.0,163.0,8.0,88.0,21.0,282.0
Bình Phước,2010,6.0,166.0,9.0,90.0,21.0,292.0
Bình Phước,2011,6.0,169.0,9.0,93.0,23.0,300.0
Bình Phước,2012,7.0,172.0,8.0,96.0,24.0,307.0
Bình Phước,2013,9.0,171.0,8.0,96.0,25.0,309.0
Bình Phước,2014,7.0,173.0,7.0,99.0,26.0,312.0
Bình Phước,2015,8.0,173.0,7.0,99.0,26.0,313.0
Bình Phước,2016,8.0,173.0,7.0,99.0,27.0,314.0
Bình Phước,2017,8.0,174.0,7.0,101.0,27.0,317.0
Bình Phước,2019,30.0,137.0,7.0,78.0,27.0,279.0
Bình Phước,2020,40.0,123.0,8.0,67.0,27.0,265.0
Bình Phước,2021,41.0,122.0,9.0,66.0,27.0,265.0
Bình Thuận,2002,,254.0,9.0,78.0,13.0,354.0
Bình Thuận,2003,,256.0,6.0,89.0,17.0,368.0
Bình Thuận,2004,,269.0,3.0,101.0,20.0,393.0
Bình Thuận,2005,,273.0,2.0,108.0,24.0,407.0
Bình Thuận,2006,,274.0,1.0,115.0,26.0,416.0
Bình Thuận,2007,,274.0,,117.0,27.0,418.0
Bình Thuận,2008,,278.0,,117.0,25.0,420.0
Bình Thuận,2009,,281.0,,121.0,26.0,428.0
Bình Thuận,2010,,282.0,,123.0,26.0,431.0
Bình Thuận,2011,,281.0,,124.0,26.0,431.0
Bình Thuận,2012,2.0,279.0,2.0,123.0,27.0,433.0
Bình Thuận,2013,,280.0,2.0,127.0,26.0,435.0
Bình Thuận,2014,,280.0,3.0,128.0,26.0,437.0
Bình Thuận,2015,2.0,278.0,4.0,126.0,25.0,435.0
Bình Thuận,2016,3.0,277.0,4.0,127.0,25.0,436.0
Bình Thuận,2017,3.0,277.0,4.0,127.0,25.0,436.0
Bình Thuận,2019,15.0,248.0,3.0,115.0,25.0,406.0
Bình Thuận,2020,17.0,246.0,3.0,113.0,25.0,404.0
Bình Thuận,2021,17.0,242.0,3.0,113.0,25.0,400.0
Bình Định,2002,,244.0,24.0,103.0,22.0,393.0
Bình Định,2003,,247.0,23.0,105.0,23.0,398.0
Bình Định,2004,6.0,241.0,17.0,117.0,29.0,410.0
Bình Định,2005,6.0,242.0,17.0,117.0,31.0,413.0
Bình Định,2006,5.0,240.0,16.0,127.0,32.0,420.0
Bình Định,2007,5.0,242.0,11.0,128.0,40.0,426.0
Bình Định,2008,5.0,242.0,10.0,130.0,39.0,426.0
Bình Định,2009,4.0,243.0,4.0,140.0,45.0,436.0
Bình Định,2010,7.0,241.0,3.0,140.0,47.0,438.0
Bình Định,2011,7.0,241.0,3.0,141.0,47.0,439.0
Bình Định,2012,6.0,243.0,3.0,142.0,47.0,441.0
Bình Định,2013,5.0,243.0,3.0,144.0,48.0,443.0
Bình Định,2014,4.0,244.0,3.0,145.0,50.0,446.0
Bình Định,2015,4.0,243.0,3.0,146.0,50.0,446.0
Bình Định,2016,4.0,243.0,4.0,146.0,50.0,447.0
Bình Định,2017,4.0,244.0,4.0,145.0,50.0,447.0
Bình Định,2019,6.0,208.0,4.0,143.0,50.0,411.0
Bình Định,2020,7.0,204.0,4.0,141.0,50.0,406.0
Bình Định,2021,7.0,204.0,4.0,141.0,51.0,407.0
Bạc Liêu,2002,,150.0,6.0,67.0,6.0,229.0
Bạc Liêu,2003,,151.0,6.0,67.0,8.0,232.0
Bạc Liêu,2004,,150.0,5.0,67.0,9.0,231.0
Bạc Liêu,2005,,150.0,7.0,67.0,9.0,233.0
Bạc Liêu,2006,1.0,150.0,7.0,66.0,11.0,235.0
Bạc Liêu,2007,,150.0,7.0,66.0,11.0,234.0
Bạc Liêu,2008,,154.0,7.0,67.0,11.0,239.0
Bạc Liêu,2009,,154.0,7.0,68.0,11.0,240.0
Bạc Liêu,2010,,154.0,6.0,69.0,12.0,241.0
Bạc Liêu,2011,,154.0,7.0,67.0,12.0,240.0
Bạc Liêu,2012,,151.0,7.0,66.0,12.0,236.0
Bạc Liêu,2013,3.0,142.0,5.0,62.0,15.0,227.0
Bạc Liêu,2014,2.0,130.0,6.0,61.0,14.0,213.0
Bạc Liêu,2015,3.0,127.0,6.0,60.0,14.0,210.0
Bạc Liêu,2016,1.0,128.0,6.0,62.0,14.0,211.0
Bạc Liêu,2017,1.0,129.0,5.0,63.0,15.0,213.0
Bạc Liêu,2019,3.0,131.0,5.0,59.0,15.0,213.0
Bạc Liêu,2020,3.0,118.0,6.0,59.0,14.0,200.0
Bạc Liêu,2021,3.0,115.0,6.0,59.0,14.0,197.0
Bắc Giang,2002,11.0,256.0,6.0,215.0,36.0,524.0
Bắc Giang,2003,11.0,256.0,3.0,219.0,40.0,529.0
Bắc Giang,2004,12.0,256.0,3.0,219.0,41.0,531.0
Bắc Giang,2005,12.0,255.0,2.0,220.0,43.0,532.0
Bắc Giang,2006,13.0,256.0,2.0,221.0,46.0,538.0
Bắc Giang,2007,12.0,258.0,1.0,226.0,47.0,544.0
Bắc Giang,2008,12.0,260.0,2.0,220.0,46.0,540.0
Bắc Giang,2009,13.0,259.0,,226.0,49.0,547.0
Bắc Giang,2010,13.0,258.0,1.0,227.0,48.0,547.0
Bắc Giang,2011,13.0,259.0,2.0,225.0,48.0,547.0
Bắc Giang,2012,15.0,259.0,2.0,225.0,48.0,549.0
Bắc Giang,2013,15.0,260.0,2.0,225.0,48.0,550.0
Bắc Giang,2014,15.0,260.0,5.0,225.0,45.0,550.0
Bắc Giang,2015,15.0,261.0,3.0,225.0,43.0,547.0
Bắc Giang,2016,15.0,260.0,4.0,225.0,43.0,547.0
Bắc Giang,2017,26.0,247.0,3.0,215.0,43.0,534.0
Bắc Giang,2019,26.0,222.0,4.0,212.0,44.0,508.0
Bắc Giang,2020,24.0,220.0,3.0,209.0,44.0,500.0
Bắc Giang,2021,23.0,220.0,4.0,209.0,44.0,500.0
Bắc Kạn,2002,21.0,110.0,5.0,65.0,5.0,206.0
Bắc Kạn,2003,21.0,110.0,4.0,73.0,8.0,216.0
Bắc Kạn,2004,20.0,111.0,5.0,74.0,8.0,218.0
Bắc Kạn,2005,18.0,111.0,5.0,76.0,8.0,218.0
Bắc Kạn,2006,21.0,108.0,6.0,74.0,9.0,218.0
Bắc Kạn,2007,21.0,108.0,6.0,74.0,9.0,218.0
Bắc Kạn,2008,22.0,99.0,6.0,74.0,9.0,210.0
Bắc Kạn,2009,22.0,107.0,5.0,74.0,9.0,217.0
Bắc Kạn,2010,20.0,110.0,5.0,77.0,10.0,222.0
Bắc Kạn,2011,19.0,111.0,4.0,80.0,11.0,225.0
Bắc Kạn,2012,19.0,112.0,4.0,80.0,11.0,226.0
Bắc Kạn,2013,19.0,111.0,4.0,80.0,11.0,225.0
Bắc Kạn,2014,19.0,112.0,4.0,80.0,11.0,226.0
Bắc Kạn,2015,19.0,113.0,4.0,80.0,11.0,227.0
Bắc Kạn,2016,25.0,105.0,4.0,76.0,11.0,221.0
Bắc Kạn,2017,40.0,85.0,4.0,61.0,11.0,201.0
Bắc Kạn,2019,44.0,80.0,4.0,57.0,10.0,195.0
Bắc Kạn,2020,38.0,79.0,4.0,59.0,10.0,190.0
Bắc Kạn,2021,41.0,74.0,4.0,56.0,10.0,185.0
Bắc Ninh,2002,,149.0,,130.0,29.0,308.0
Bắc Ninh,2003,,149.0,,131.0,28.0,308.0
Bắc Ninh,2004,,149.0,,132.0,29.0,310.0
Bắc Ninh,2005,,150.0,,133.0,34.0,317.0
Bắc Ninh,2006,,150.0,,133.0,35.0,318.0
Bắc Ninh,2007,,150.0,,136.0,36.0,322.0
Bắc Ninh,2008,,150.0,,134.0,37.0,321.0
Bắc Ninh,2009,,150.0,,134.0,37.0,321.0
Bắc Ninh,2010,,148.0,,134.0,37.0,319.0
Bắc Ninh,2011,,152.0,,134.0,36.0,322.0
Bắc Ninh,2012,,152.0,,134.0,35.0,321.0
Bắc Ninh,2013,,153.0,,134.0,35.0,322.0
Bắc Ninh,2014,,153.0,,135.0,35.0,323.0
Bắc Ninh,2015,,154.0,2.0,135.0,35.0,326.0
Bắc Ninh,2016,,155.0,2.0,135.0,35.0,327.0
Bắc Ninh,2017,,155.0,2.0,135.0,35.0,327.0
Bắc Ninh,2019,2.0,151.0,3.0,134.0,34.0,324.0
Bắc Ninh,2020,3.0,151.0,3.0,134.0,37.0,328.0
Bắc Ninh,2021,2.0,152.0,4.0,134.0,35.0,327.0
Bắc Trung Bộ và Duyên hải miền Trung,2002,109.0,3880.0,99.0,2326.0,409.0,6823.0
Bắc Trung Bộ và Duyên hải miền Trung,2003,112.0,3883.0,84.0,2361.0,436.0,6876.0
Bắc Trung Bộ và Duyên hải miền Trung,2004,120.0,3852.0,70.0,2412.0,466.0,6920.0
Bắc Trung Bộ và Duyên hải miền Trung,2005,113.0,3857.0,62.0,2441.0,488.0,6961.0
Bắc Trung Bộ và Duyên hải miền Trung,2006,106.0,3820.0,49.0,2489.0,517.0,6981.0
Bắc Trung Bộ và Duyên hải miền Trung,2007,98.0,3804.0,47.0,2515.0,535.0,6999.0
Bắc Trung Bộ và Duyên hải miền Trung,2008,98.0,3814.0,41.0,2530.0,547.0,7030.0
Bắc Trung Bộ và Duyên hải miền Trung,2009,109.0,3798.0,35.0,2542.0,567.0,7051.0
Bắc Trung Bộ và Duyên hải miền Trung,2010,105.0,3787.0,28.0,2541.0,579.0,7040.0
Bắc Trung Bộ và Duyên hải miền Trung,2011,102.0,3791.0,31.0,2547.0,580.0,7051.0
Bắc Trung Bộ và Duyên hải miền Trung,2012,132.0,3767.0,39.0,2536.0,585.0,7059.0
Bắc Trung Bộ và Duyên hải miền Trung,2013,145.0,3745.0,43.0,2508.0,580.0,7021.0
Bắc Trung Bộ và Duyên hải miền Trung,2014,147.0,3718.0,47.0,2507.0,581.0,7000.0
Bắc Trung Bộ và Duyên hải miền Trung,2015,148.0,3713.0,53.0,2517.0,581.0,7012.0
Bắc Trung Bộ và Duyên hải miền Trung,2016,159.0,3700.0,53.0,2515.0,579.0,7006.0
Bắc Trung Bộ và Duyên hải miền Trung,2017,168.0,3675.0,58.0,2504.0,578.0,6983.0
Bắc Trung Bộ và Duyên hải miền Trung,2019,349.0,3253.0,67.0,2293.0,557.0,6519.0
Bắc Trung Bộ và Duyên hải miền Trung,2020,411.0,3147.0,75.0,2210.0,557.0,6400.0
Bắc Trung Bộ và Duyên hải miền Trung,2021,425.0,3106.0,81.0,2180.0,560.0,6352.0
Bến Tre,2002,1.0,203.0,,130.0,40.0,374.0
Bến Tre,2003,,204.0,,135.0,40.0,379.0
Bến Tre,2004,,203.0,,133.0,40.0,376.0
Bến Tre,2005,,194.0,,135.0,40.0,369.0
Bến Tre,2006,,191.0,,135.0,40.0,366.0
Bến Tre,2007,,191.0,,137.0,41.0,369.0
Bến Tre,2008,,190.0,,137.0,30.0,357.0
Bến Tre,2009,,190.0,,135.0,31.0,356.0
Bến Tre,2010,,189.0,,137.0,31.0,357.0
Bến Tre,2011,,189.0,,136.0,31.0,356.0
Bến Tre,2012,,189.0,,136.0,31.0,356.0
Bến Tre,2013,,190.0,1.0,134.0,32.0,357.0
Bến Tre,2014,,190.0,2.0,132.0,32.0,356.0
Bến Tre,2015,,190.0,2.0,133.0,32.0,357.0
Bến Tre,2016,,190.0,2.0,133.0,33.0,358.0
Bến Tre,2017,,190.0,2.0,132.0,33.0,357.0
Bến Tre,2019,1.0,187.0,3.0,131.0,34.0,356.0
Bến Tre,2020,2.0,185.0,3.0,130.0,35.0,355.0
Bến Tre,2021,5.0,180.0,3.0,128.0,35.0,351.0
Cả Nước,2002,1197.0,14163.0,537.0,8396.0,1532.0,25825.0
Cả Nước,2003,1143.0,14346.0,454.0,8745.0,1664.0,26352.0
Cả Nước,2004,1034.0,14518.0,396.0,9041.0,1828.0,26817.0
Cả Nước,2005,889.0,14688.0,315.0,9383.0,1952.0,27227.0
Cả Nước,2006,773.0,14834.0,307.0,9635.0,2044.0,27593.0
Cả Nước,2007,727.0,14933.0,308.0,9781.0,2149.0,27898.0
Cả Nước,2008,674.0,15051.0,295.0,9902.0,2192.0,28114.0
Cả Nước,2009,611.0,15172.0,294.0,10064.0,2267.0,28408.0
Cả Nước,2010,601.0,15242.0,319.0,10143.0,2288.0,28593.0
Cả Nước,2011,554.0,15337.0,319.0,10243.0,2350.0,28803.0
Cả Nước,2012,557.0,15361.0,347.0,10290.0,2361.0,28916.0
Cả Nước,2013,592.0,15337.0,354.0,10290.0,2404.0,28977.0
Cả Nước,2014,585.0,15277.0,381.0,10293.0,2386.0,28922.0
Cả Nước,2015,597.0,15254.0,389.0,10312.0,2399.0,28951.0
Cả Nước,2016,773.0,15052.0,420.0,10155.0,2391.0,28791.0
Cả Nước,2017,848.0,14937.0,436.0,10091.0,2398.0,28710.0
Cả Nước,2019,1738.0,13093.0,488.0,9120.0,2376.0,26815.0
Cả Nước,2020,1962.0,12693.0,529.0,8846.0,2373.0,26403.0
Cả Nước,2021,2035.0,12527.0,561.0,8744.0,2380.0,26247.0
Cao Bằng,2002,75.0,173.0,16.0,60.0,9.0,333.0
Cao Bằng,2003,84.0,168.0,16.0,66.0,9.0,343.0
Cao Bằng,2004,97.0,153.0,12.0,72.0,13.0,347.0
Cao Bằng,2005,84.0,166.0,9.0,88.0,17.0,364.0
Cao Bằng,2006,79.0,172.0,10.0,94.0,16.0,371.0
Cao Bằng,2007,76.0,181.0,10.0,100.0,17.0,384.0
Cao Bằng,2008,73.0,187.0,9.0,107.0,20.0,396.0
Cao Bằng,2009,70.0,194.0,8.0,116.0,21.0,409.0
Cao Bằng,2010,65.0,208.0,8.0,121.0,21.0,423.0
Cao Bằng,2011,34.0,241.0,8.0,153.0,22.0,458.0
Cao Bằng,2012,33.0,242.0,7.0,156.0,23.0,461.0
Cao Bằng,2013,32.0,243.0,7.0,157.0,23.0,462.0
Cao Bằng,2014,30.0,245.0,7.0,160.0,23.0,465.0
Cao Bằng,2015,30.0,246.0,7.0,160.0,23.0,466.0
Cao Bằng,2016,29.0,247.0,7.0,161.0,23.0,467.0
Cao Bằng,2017,28.0,247.0,6.0,162.0,24.0,467.0
Cao Bằng,2019,84.0,132.0,6.0,100.0,24.0,346.0
Cao Bằng,2020,84.0,130.0,6.0,99.0,24.0,343.0
Cao Bằng,2021,85.0,127.0,6.0,98.0,24.0,340.0
Cà Mau,2002,,257.0,12.0,89.0,9.0,367.0
Cà Mau,2003,,259.0,12.0,94.0,11.0,376.0
Cà Mau,2004,,262.0,10.0,99.0,13.0,384.0
Cà Mau,2005,,259.0,8.0,102.0,15.0,384.0
Cà Mau,2006,,259.0,7.0,105.0,18.0,389.0
Cà Mau,2007,,259.0,7.0,107.0,20.0,393.0
Cà Mau,2008,,262.0,8.0,107.0,20.0,397.0
Cà Mau,2009,,262.0,9.0,106.0,20.0,397.0
Cà Mau,2010,,263.0,9.0,109.0,21.0,402.0
Cà Mau,2011,,267.0,9.0,111.0,21.0,408.0
Cà Mau,2012,,267.0,7.0,117.0,23.0,414.0
Cà Mau,2013,,267.0,6.0,117.0,23.0,413.0
Cà Mau,2014,,268.0,7.0,118.0,24.0,417.0
Cà Mau,2015,,263.0,7.0,118.0,25.0,413.0
Cà Mau,2016,,260.0,6.0,120.0,26.0,412.0
Cà Mau,2017,,257.0,6.0,120.0,26.0,409.0
Cà Mau,2019,7.0,236.0,8.0,113.0,25.0,389.0
Cà Mau,2020,8.0,222.0,9.0,109.0,24.0,372.0
Cà Mau,2021,10.0,221.0,11.0,105.0,23.0,370.0
Cần Thơ,2002,,324.0,31.0,92.0,8.0,455.0
Cần Thơ,2003,,328.0,23.0,95.0,16.0,462.0
Cần Thơ,2004,,170.0,10.0,54.0,13.0,247.0
Cần Thơ,2005,,171.0,8.0,55.0,15.0,249.0
Cần Thơ,2006,,171.0,8.0,55.0,15.0,249.0
Cần Thơ,2007,,171.0,8.0,55.0,16.0,250.0
Cần Thơ,2008,,176.0,7.0,56.0,16.0,255.0
Cần Thơ,2009,,178.0,5.0,62.0,16.0,261.0
Cần Thơ,2010,,180.0,4.0,62.0,18.0,264.0
Cần Thơ,2011,1.0,179.0,6.0,62.0,20.0,268.0
Cần Thơ,2012,,181.0,5.0,64.0,21.0,271.0
Cần Thơ,2013,,182.0,7.0,65.0,23.0,277.0
Cần Thơ,2014,1.0,181.0,8.0,64.0,22.0,276.0
Cần Thơ,2015,1.0,182.0,10.0,63.0,23.0,279.0
Cần Thơ,2016,1.0,181.0,10.0,63.0,23.0,278.0
Cần Thơ,2017,1.0,180.0,10.0,66.0,23.0,280.0
